// 测速合成终版 | 咪咕6s 其它4s | 来源 live.txt ∩ speedtest_report
央视咪咕,#genre#
CCTV-3综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
CCTV-3综艺,http://112.46.85.60:8009/hls/3/index.m3u8
CCTV-3综艺,https://piccpndali.v.myalicdn.com/audio/cctv3_2.m3u8
CCTV-3综艺,http://fn.gcl.de5.net:5908/gsh950428/624878271
CCTV-3综艺,http://47.119.24.76:59093/624878271
CCTV-3综艺,http://222.134.19.49:8090/624878271
CCTV-3综艺,http://rihou.cc:555/tv/[mg]CCTV-03
CCTV-3综艺,http://74.91.26.218:82/live/cctv3hd.m3u8
CCTV-3综艺,http://222.169.85.8:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://221.13.235.175:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-3综艺,http://45.192.97.170:8880/play/3.m3u8
CCTV-3综艺,http://45.192.97.170:8880/play/269.m3u8
CCTV-3综艺,http://45.192.97.170:8880/play/307.m3u8
CCTV-3综艺,http://tv.zhangzp.top:4022/udp/239.125.2.52:4120
CCTV-04FYtv,http://iptv.4666888.xyz/iptv2A.php?id=10
CCTV-4中文国际,https://live.chinacert.cftest5.cn/cnmg/live/631780421
CCTV-4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8
CCTV-4中文国际,http://204.12.221.218:8181/3m1080p/cctv4.m3u8
CCTV-4中文国际,http://183.11.239.36:808/hls/22/index.m3u8
CCTV-4中文国际,http://chen.ccwu.cc:1234/631780421
CCTV-4中文国际,http://2280.eu.org:1234/631780421
CCTV-4中文国际,http://38.75.136.137:98/gslb/dsdqpub/cctv4hd.m3u8?auth=testpub
CCTV-4中文国际,http://38.75.136.137:98/gslb/dsdqbv/cctv4hd.m3u8?auth=test20251009
CCTV-4中文国际,http://38.75.136.137:98/gslb/dsdqca/cctv4hd.m3u8?auth=test20251009
CCTV-4中文国际,http://38.75.136.137:98/gslb/dsdqca/hljwshd.m3u8?auth=test20251009
CCTV-4中文国际,http://38.75.136.137:98/gslb/dsdqca/ynwshd.m3u8?auth=test20251009
CCTV-4中文国际,http://120.76.248.139/live/bfgd/4200000063.m3u8
CCTV-4中文国际,http://107.150.60.122/live/cctv4hd.m3u8
CCTV-4中文国际,http://192.151.150.154/live/cctv4hd.m3u8
CCTV-4中文国际,http://198.204.228.26/live/cctv4hd.m3u8
CCTV-4中文国际,http://bztv.tvbus.cc:8081/cdnlive/cctv4.m3u8
CCTV-4中文国际,http://173.208.212.130:8181/720p/cctv4.m3u8
CCTV-4中文国际,http://173.208.212.130:8181/1080p/cctv4.m3u8
CCTV-4中文国际,http://112.30.73.119:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-4中文国际,http://221.7.175.154:8445/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4中文国际,http://207.56.13.146:81/cdnlive/cctv4.m3u8
CCTV-4中文国际,http://112.27.5.218:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4中文国际,http://113.25.252.226:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4中文国际,http://112.46.85.60:8009/hls/4/index.m3u8
CCTV-4中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8
CCTV-4中文国际,https://play.kankanlive.com/live/1698234936258960.m3u8
CCTV-4中文国际,http://fn.gcl.de5.net:5908/gsh950428/631780421
CCTV-4中文国际,http://47.119.24.76:59093/631780421
CCTV-4中文国际,http://222.134.19.49:8090/631780421
CCTV-4中文国际,http://rihou.cc:555/tv/[mg]CCTV-04
CCTV-4中文国际,http://221.13.235.175:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-4中文国际,http://45.192.97.170:8880/play/4.m3u8
CCTV-4中文国际,http://45.192.97.170:8880/play/270.m3u8
CCTV-4中文国际,http://45.192.97.170:8880/play/308.m3u8
CCTV-4中文国际,http://tv.zhangzp.top:4022/udp/239.125.2.64:4120
CCTV-4欧洲,https://live.chinacert.cftest5.cn/cnmg/live/608807419
CCTV-4欧洲,http://183.11.239.36:808/hls/67/index.m3u8
CCTV-4欧洲,http://chen.ccwu.cc:1234/608807419
CCTV-4欧洲,http://2280.eu.org:1234/608807419
CCTV-4欧洲,http://fn.gcl.de5.net:5908/gsh950428/608807419
CCTV-4欧洲,http://47.119.24.76:59093/608807419
CCTV-4欧洲,http://222.134.19.49:8090/608807419
CCTV-4欧洲,http://45.192.97.170:8880/play/18.m3u8
CCTV-4美洲,https://live.chinacert.cftest5.cn/cnmg/live/608807416
CCTV-4美洲,http://chen.ccwu.cc:1234/608807416
CCTV-4美洲,http://2280.eu.org:1234/608807416
CCTV-4美洲,http://fn.gcl.de5.net:5908/gsh950428/608807416
CCTV-4美洲,http://47.119.24.76:59093/608807416
CCTV-4美洲,http://222.134.19.49:8090/608807416
CCTV-4美洲,http://45.192.97.170:8880/play/19.m3u8
CCTV-4K,http://38.75.136.137:98/gslb/dsdqpub/cctv4k.m3u8?auth=testpub
CCTV-4K,http://198.204.228.26/live/cctv4k.m3u8
CCTV-4K,http://173.208.212.130:8181/720p/cctv4k.m3u8
CCTV-5体育,https://live.chinacert.cftest5.cn/cnmg/live/641886683
CCTV-5体育,http://207.56.13.146:81/cdnlive/cctv5.m3u8
CCTV-5体育,http://204.12.221.218:8181/3m1080p/cctv5.m3u8
CCTV-5体育,http://183.11.239.36:808/hls/93/index.m3u8
CCTV-5体育,http://chen.ccwu.cc:1234/641886683
CCTV-5体育,http://2280.eu.org:1234/641886683
CCTV-5体育,http://38.75.136.137:98/gslb/dsdqpub/cctv5hd.m3u8?auth=testpub
CCTV-5体育,http://38.75.136.137:98/gslb/dsdqbv/cctv5hd.m3u8?auth=test20251009
CCTV-5体育,http://38.75.136.137:98/gslb/dsdqca/cctv5hd.m3u8?auth=test20251009
CCTV-5体育,http://38.75.136.137:98/gslb/dsdqca/jlwshd.m3u8?auth=test20251009
CCTV-5体育,http://38.75.136.137:98/gslb/dsdqca/xjwshd.m3u8?auth=test20251009
CCTV-5体育,http://120.76.248.139/live/bfgd/4200000064.m3u8
CCTV-5体育,http://107.150.60.122/live/cctv5hd.m3u8
CCTV-5体育,http://192.151.150.154/live/cctv5hd.m3u8
CCTV-5体育,http://198.204.228.26/live/cctv5hd.m3u8
CCTV-5体育,http://bztv.tvbus.cc:8081/cdnlive/cctv5.m3u8
CCTV-5体育,http://173.208.212.130:8181/720p/cctv5.m3u8
CCTV-5体育,http://173.208.212.130:8181/1080p/cctv5.m3u8
CCTV-5体育,http://112.30.73.119:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5体育,http://112.30.73.119:229/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5体育,http://112.30.73.119:9901/tsfile/live/0005_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-5体育,http://221.7.175.154:8445/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5体育,http://112.46.85.60:8009/hls/503/index.m3u8
CCTV-5体育,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
CCTV-5体育,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8
CCTV-5体育,http://gmxw.7766.org:808/hls/93/index.m3u8
CCTV-5体育,https://piccpndali.v.myalicdn.com/audio/cctv5_2.m3u8
CCTV-5体育,http://fn.gcl.de5.net:5908/gsh950428/641886683
CCTV-5体育,http://47.119.24.76:59093/641886683
CCTV-5体育,http://222.134.19.49:8090/641886683
CCTV-5体育,http://rihou.cc:555/tv/[mg]CCTV-05
CCTV-5体育,http://45.192.97.170:8880/play/5.m3u8
CCTV-5体育,http://45.192.97.170:8880/play/271.m3u8
CCTV-5体育,http://45.192.97.170:8880/play/309.m3u8
CCTV-5体育,http://tv.zhangzp.top:4022/udp/239.125.2.54:4120
CCTV-5+体育赛事,https://live.chinacert.cftest5.cn/cnmg/live/641886773
CCTV-5+体育赛事,https://myip.pdtvhd.com/Sports/streams/CCTV5pul.m3u8
CCTV-5+体育赛事,http://204.12.221.218:8181/3m1080p/cctv5p.m3u8
CCTV-5+体育赛事,http://chen.ccwu.cc:1234/641886773
CCTV-5+体育赛事,http://2280.eu.org:1234/641886773
CCTV-5+体育赛事,http://38.75.136.137:98/gslb/dsdqpub/cctv5p.m3u8?auth=testpub
CCTV-5+体育赛事,http://38.75.136.137:98/gslb/dsdqbv/cctv5p.m3u8?auth=test20251009
CCTV-5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8
CCTV-5+体育赛事,http://107.150.60.122/live/cctv5p.m3u8
CCTV-5+体育赛事,http://192.151.150.154/live/cctv5p.m3u8
CCTV-5+体育赛事,http://198.204.228.26/live/cctv5p.m3u8
CCTV-5+体育赛事,http://bztv.tvbus.cc:8081/cdnlive/cctv5p.m3u8
CCTV-5+体育赛事,http://173.208.212.130:8181/720p/cctv5p.m3u8
CCTV-5+体育赛事,http://173.208.212.130:8181/1080p/cctv5p.m3u8
CCTV-5+体育赛事,http://153.0.171.163:85/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8
CCTV-5+体育赛事,http://61.136.172.236:9901/tsfile/live/0016_1.m3u8
CCTV-5+体育赛事,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8
CCTV-5+体育赛事,http://fn.gcl.de5.net:5908/gsh950428/641886773
CCTV-5+体育赛事,http://47.119.24.76:59093/641886773
CCTV-5+体育赛事,http://222.134.19.49:8090/641886773
CCTV-5+体育赛事,http://rihou.cc:555/tv/[mg]CCTV-5p
CCTV-5+体育赛事,http://45.192.97.170:8880/play/6.m3u8
CCTV-5+体育赛事,http://45.192.97.170:8880/play/272.m3u8
CCTV-5+体育赛事,http://tv.zhangzp.top:4022/udp/239.125.1.57:5000
CCTV-6电影,https://live.chinacert.cftest5.cn/cnmg/live/624878396
CCTV-6电影,http://74.91.26.218:82/live/cctv6hd.m3u8
CCTV-6电影,http://204.12.221.218:8181/3m1080p/cctv6.m3u8
CCTV-6电影,http://183.11.239.36:808/hls/94/index.m3u8
CCTV-6电影,http://chen.ccwu.cc:1234/624878396
CCTV-6电影,http://2280.eu.org:1234/624878396
CCTV-6电影,http://38.75.136.137:98/gslb/dsdqbv/cctv6hd.m3u8?auth=test20251009
CCTV-6电影,http://38.75.136.137:98/gslb/dsdqca/cctv6hd.m3u8?auth=test20251009
CCTV-6电影,http://38.75.136.137:98/gslb/dsdqca/hinwshd.m3u8?auth=test20251009
CCTV-6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8
CCTV-6电影,http://107.150.60.122/live/cctv6hd.m3u8
CCTV-6电影,http://192.151.150.154/live/cctv6hd.m3u8
CCTV-6电影,http://198.204.228.26/live/cctv6hd.m3u8
CCTV-6电影,http://bztv.tvbus.cc:8081/cdnlive/cctv6.m3u8
CCTV-6电影,http://173.208.212.130:8181/720p/cctv6.m3u8
CCTV-6电影,http://173.208.212.130:8181/1080p/cctv6.m3u8
CCTV-6电影,http://112.30.73.119:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6电影,http://112.30.73.119:9901/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6电影,http://182.140.125.47:808/hls/6/index.m3u8
CCTV-6电影,http://221.7.175.154:8445/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://112.30.73.119:229/tsfile/live/0006_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-6电影,http://222.169.85.8:9901/tsfile/live/0006_1.m3u8
CCTV-6电影,http://61.136.172.236:9901/tsfile/live/0006_1.m3u8
CCTV-6电影,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8
CCTV-6电影,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8
CCTV-6电影,http://182.150.23.74:808/hls/6/index.m3u8
CCTV-6电影,http://fn.gcl.de5.net:5908/gsh950428/624878396
CCTV-6电影,http://47.119.24.76:59093/624878396
CCTV-6电影,http://222.134.19.49:8090/624878396
CCTV-6电影,http://rihou.cc:555/tv/[mg]CCTV-06
CCTV-6电影,http://221.13.235.175:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-6电影,http://45.192.97.170:8880/play/7.m3u8
CCTV-6电影,http://45.192.97.170:8880/play/310.m3u8
CCTV-7国防军事,https://live.chinacert.cftest5.cn/cnmg/live/673168121
CCTV-7国防军事,http://207.56.13.146:81/cdnlive/cctv7.m3u8
CCTV-7国防军事,http://204.12.221.218:8181/3m1080p/cctv7.m3u8
CCTV-7国防军事,http://183.11.239.36:808/hls/25/index.m3u8
CCTV-7国防军事,http://chen.ccwu.cc:1234/673168121
CCTV-7国防军事,http://2280.eu.org:1234/673168121
CCTV-7国防军事,http://38.75.136.137:98/gslb/dsdqpub/cctv7hd.m3u8?auth=testpub
CCTV-7国防军事,http://38.75.136.137:98/gslb/dsdqbv/cctv7hd.m3u8?auth=test20251009
CCTV-7国防军事,http://38.75.136.137:98/gslb/dsdqca/cctv7hd.m3u8?auth=test20251009
CCTV-7国防军事,http://38.75.136.137:98/gslb/dsdqca/sswshd.m3u8?auth=test20251009
CCTV-7国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8
CCTV-7国防军事,http://107.150.60.122/live/cctv7hd.m3u8
CCTV-7国防军事,http://198.204.228.26/live/cctv7hd.m3u8
CCTV-7国防军事,http://bztv.tvbus.cc:8081/cdnlive/cctv7.m3u8
CCTV-7国防军事,http://173.208.212.130:8181/720p/cctv7.m3u8
CCTV-7国防军事,http://173.208.212.130:8181/1080p/cctv7.m3u8
CCTV-7国防军事,http://221.7.175.154:8445/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://74.91.26.218:82/live/cctv7hd.m3u8
CCTV-7国防军事,http://219.147.245.238:25480/newlive/live/hls/8/live.m3u8
CCTV-7国防军事,http://221.226.51.220:50081/newlive/live/hls/8/live.m3u8
CCTV-7国防军事,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://112.46.85.60:8009/hls/504/index.m3u8
CCTV-7国防军事,http://182.150.23.74:808/hls/7/index.m3u8
CCTV-7国防军事,http://8.138.7.223/tv/cctv7.m3u8
CCTV-7国防军事,http://fn.gcl.de5.net:5908/gsh950428/673168121
CCTV-7国防军事,http://47.119.24.76:59093/673168121
CCTV-7国防军事,http://222.134.19.49:8090/673168121
CCTV-7国防军事,http://rihou.cc:555/tv/[mg]CCTV-07
CCTV-7国防军事,http://221.13.235.175:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-7国防军事,http://45.192.97.170:8880/play/8.m3u8
CCTV-7国防军事,http://45.192.97.170:8880/play/311.m3u8
CCTV-8电视剧,https://live.chinacert.cftest5.cn/cnmg/live/624878356
CCTV-8电视剧,http://204.12.221.218:8181/3m1080p/cctv8.m3u8
CCTV-8电视剧,http://183.11.239.36:808/hls/96/index.m3u8
CCTV-8电视剧,http://chen.ccwu.cc:1234/624878356
CCTV-8电视剧,http://2280.eu.org:1234/624878356
CCTV-8电视剧,http://38.75.136.137:98/gslb/dsdqbv/cctv8hd.m3u8?auth=test20251009
CCTV-8电视剧,http://38.75.136.137:98/gslb/dsdqca/cctv8hd.m3u8?auth=test20251009
CCTV-8电视剧,http://120.76.248.139/live/bfgd/4200000066.m3u8
CCTV-8电视剧,http://192.151.150.154/live/cctv8hd.m3u8
CCTV-8电视剧,http://198.204.228.26/live/cctv8hd.m3u8
CCTV-8电视剧,http://bztv.tvbus.cc:8081/cdnlive/cctv8.m3u8
CCTV-8电视剧,http://173.208.212.130:8181/720p/cctv8.m3u8
CCTV-8电视剧,http://173.208.212.130:8181/1080p/cctv8.m3u8
CCTV-8电视剧,http://112.30.73.119:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8电视剧,http://112.30.73.119:9901/tsfile/live/0008_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8电视剧,http://112.30.73.119:229/tsfile/live/0008_2.m3u8?key=txiptv&playlive=0&authid=0
CCTV-8电视剧,http://219.147.245.238:25480/newlive/live/hls/9/live.m3u8
CCTV-8电视剧,http://221.7.175.154:8445/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://74.91.26.218:82/live/cctv8hd.m3u8
CCTV-8电视剧,http://207.56.13.146:81/cdnlive/cctv8.m3u8
CCTV-8电视剧,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-8电视剧,http://112.46.85.60:8009/hls/8/index.m3u8
CCTV-8电视剧,http://61.136.172.236:9901/tsfile/live/0008_1.m3u8
CCTV-8电视剧,http://gmxw.7766.org:808/hls/96/index.m3u8
CCTV-8电视剧,http://fn.gcl.de5.net:5908/gsh950428/624878356
CCTV-8电视剧,http://47.119.24.76:59093/624878356
CCTV-8电视剧,http://222.134.19.49:8090/624878356
CCTV-8电视剧,http://rihou.cc:555/tv/[mg]CCTV-08
CCTV-8电视剧,http://45.192.97.170:8880/play/9.m3u8
CCTV-8电视剧,http://45.192.97.170:8880/play/273.m3u8
CCTV-8电视剧,http://45.192.97.170:8880/play/312.m3u8
CCTV-8K,http://38.75.136.137:98/gslb/dsdqpub/cctv8k.m3u8?auth=testpub
CCTV-8K,http://107.150.60.122/live/cctv8k.m3u8
CCTV-8K,http://192.151.150.154/live/cctv8k.m3u8
CCTV-8K,http://198.204.228.26/live/cctv8k.m3u8
CCTV-8K,http://173.208.212.130:8181/720p/cctv8k.m3u8
CCTV-9纪录,https://live.chinacert.cftest5.cn/cnmg/live/673168140
CCTV-9纪录,http://204.12.221.218:8181/3m1080p/cctv9.m3u8
CCTV-9纪录,http://183.11.239.36:808/hls/27/index.m3u8
CCTV-9纪录,http://chen.ccwu.cc:1234/673168140
CCTV-9纪录,http://2280.eu.org:1234/673168140
CCTV-9纪录,http://38.75.136.137:98/gslb/dsdqpub/cctv9hd.m3u8?auth=testpub
CCTV-9纪录,http://38.75.136.137:98/gslb/dsdqbv/cctv9hd.m3u8?auth=test20251009
CCTV-9纪录,http://38.75.136.137:98/gslb/dsdqca/cctv9hd.m3u8?auth=test20251009
CCTV-9纪录,http://38.75.136.137:98/gslb/dsdqca/sxwshd.m3u8?auth=test20251009
CCTV-9纪录,http://38.75.136.137:98/gslb/dsdqca/nmgwshd.m3u8?auth=test20251009
CCTV-9纪录,http://120.76.248.139/live/bfgd/4200000128.m3u8
CCTV-9纪录,http://107.150.60.122/live/cctv9hd.m3u8
CCTV-9纪录,http://192.151.150.154/live/cctv9hd.m3u8
CCTV-9纪录,http://198.204.228.26/live/cctv9hd.m3u8
CCTV-9纪录,http://bztv.tvbus.cc:8081/cdnlive/cctv9.m3u8
CCTV-9纪录,http://173.208.212.130:8181/720p/cctv9.m3u8
CCTV-9纪录,http://173.208.212.130:8181/1080p/cctv9.m3u8
CCTV-9纪录,http://112.30.73.119:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-9纪录,http://113.57.140.161:10081/newlive/live/hls/10/live.m3u8
CCTV-9纪录,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv9hd
CCTV-9纪录,http://219.147.245.238:25480/newlive/live/hls/10/live.m3u8
CCTV-9纪录,http://113.25.252.226:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-9纪录,http://112.46.85.60:8009/hls/509/index.m3u8
CCTV-9纪录,http://74.91.26.218:82/live/cctv9hd.m3u8
CCTV-9纪录,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8
CCTV-9纪录,https://play.kankanlive.com/live/1698423397390920.m3u8
CCTV-9纪录,http://fn.gcl.de5.net:5908/gsh950428/673168140
CCTV-9纪录,http://47.119.24.76:59093/673168140
CCTV-9纪录,http://222.134.19.49:8090/673168140
CCTV-9纪录,http://rihou.cc:555/tv/[mg]CCTV-09
CCTV-9纪录,http://45.192.97.170:8880/play/10.m3u8
CCTV-9纪录,http://45.192.97.170:8880/play/274.m3u8
CCTV-9纪录,http://45.192.97.170:8880/play/313.m3u8
CCTV-10科教,https://live.chinacert.cftest5.cn/cnmg/live/624878405
CCTV-10科教,http://74.91.26.218:82/live/cctv10hd.m3u8
CCTV-10科教,http://204.12.221.218:8181/3m1080p/cctv10.m3u8
CCTV-10科教,http://183.11.239.36:808/hls/28/index.m3u8
CCTV-10科教,http://chen.ccwu.cc:1234/624878405
CCTV-10科教,http://2280.eu.org:1234/624878405
CCTV-10科教,http://38.75.136.137:98/gslb/dsdqpub/cctv10hd.m3u8?auth=testpub
CCTV-10科教,http://38.75.136.137:98/gslb/dsdqbv/cctv10hd.m3u8?auth=test20251009
CCTV-10科教,http://38.75.136.137:98/gslb/dsdqca/cctv10hd.m3u8?auth=test20251009
CCTV-10科教,http://38.75.136.137:98/gslb/dsdqca/snwshd.m3u8?auth=test20251009
CCTV-10科教,http://38.75.136.137:98/gslb/dsdqca/nxwshd.m3u8?auth=test20251009
CCTV-10科教,http://120.76.248.139/live/bfgd/4200000129.m3u8
CCTV-10科教,http://107.150.60.122/live/cctv10hd.m3u8
CCTV-10科教,http://192.151.150.154/live/cctv10hd.m3u8
CCTV-10科教,http://198.204.228.26/live/cctv10hd.m3u8
CCTV-10科教,http://bztv.tvbus.cc:8081/cdnlive/cctv10.m3u8
CCTV-10科教,http://173.208.212.130:8181/720p/cctv10.m3u8
CCTV-10科教,http://173.208.212.130:8181/1080p/cctv10.m3u8
CCTV-10科教,http://112.30.73.119:229/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://61.136.172.236:9901/tsfile/live/0010_1.m3u8
CCTV-10科教,http://59.39.89.130:60901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,https://play.kankanlive.com/live/1698423445959919.m3u8
CCTV-10科教,https://piccpndali.v.myalicdn.com/audio/cctv10_2.m3u8
CCTV-10科教,http://fn.gcl.de5.net:5908/gsh950428/624878405
CCTV-10科教,http://47.119.24.76:59093/624878405
CCTV-10科教,http://222.134.19.49:8090/624878405
CCTV-10科教,http://rihou.cc:555/tv/[mg]CCTV-10
CCTV-10科教,http://221.13.235.175:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-10科教,http://45.192.97.170:8880/play/11.m3u8
CCTV-10科教,http://45.192.97.170:8880/play/275.m3u8
CCTV-10科教,http://45.192.97.170:8880/play/314.m3u8
CCTV-11戏曲,https://live.chinacert.cftest5.cn/cnmg/live/667987558
CCTV-11戏曲,http://204.12.221.218:8181/3m1080p/cctv11.m3u8
CCTV-11戏曲,http://183.11.239.36:808/hls/29/index.m3u8
CCTV-11戏曲,http://chen.ccwu.cc:1234/667987558
CCTV-11戏曲,http://2280.eu.org:1234/667987558
CCTV-11戏曲,http://38.75.136.137:98/gslb/dsdqpub/cctv11hd.m3u8?auth=testpub
CCTV-11戏曲,http://38.75.136.137:98/gslb/dsdqbv/cctv11hd.m3u8?auth=test20251009
CCTV-11戏曲,http://38.75.136.137:98/gslb/dsdqca/cctv11hd.m3u8?auth=test20251009
CCTV-11戏曲,http://38.75.136.137:98/gslb/dsdqca/ahwshd.m3u8?auth=test20251009
CCTV-11戏曲,http://38.75.136.137:98/gslb/dsdqca/qhwshd.m3u8?auth=test20251009
CCTV-11戏曲,http://120.76.248.139/live/bfgd/4200000130.m3u8
CCTV-11戏曲,http://107.150.60.122/live/cctv11hd.m3u8
CCTV-11戏曲,http://192.151.150.154/live/cctv11hd.m3u8
CCTV-11戏曲,http://198.204.228.26/live/cctv11hd.m3u8
CCTV-11戏曲,http://bztv.tvbus.cc:8081/cdnlive/cctv11.m3u8
CCTV-11戏曲,http://173.208.212.130:8181/720p/cctv11.m3u8
CCTV-11戏曲,http://173.208.212.130:8181/1080p/cctv11.m3u8
CCTV-11戏曲,http://112.30.73.119:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-11戏曲,http://74.91.26.218:82/live/cctv11hd.m3u8
CCTV-11戏曲,http://219.147.245.238:25480/newlive/live/hls/12/live.m3u8
CCTV-11戏曲,http://113.25.252.226:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8
CCTV-11戏曲,http://61.136.172.236:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,https://play.kankanlive.com/live/1698423476198918.m3u8
CCTV-11戏曲,https://piccpndali.v.myalicdn.com/audio/cctv11_2.m3u8
CCTV-11戏曲,http://fn.gcl.de5.net:5908/gsh950428/667987558
CCTV-11戏曲,http://47.119.24.76:59093/667987558
CCTV-11戏曲,http://222.134.19.49:8090/667987558
CCTV-11戏曲,http://rihou.cc:555/tv/[mg]CCTV-11
CCTV-11戏曲,http://221.13.235.175:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-11戏曲,http://45.192.97.170:8880/play/12.m3u8
CCTV-11戏曲,http://45.192.97.170:8880/play/315.m3u8
CCTV-12社会与法,https://live.chinacert.cftest5.cn/cnmg/live/673168185
CCTV-12社会与法,http://204.12.221.218:8181/3m1080p/cctv12.m3u8
CCTV-12社会与法,http://183.11.239.36:808/hls/30/index.m3u8
CCTV-12社会与法,http://chen.ccwu.cc:1234/673168185
CCTV-12社会与法,http://2280.eu.org:1234/673168185
CCTV-12社会与法,http://38.75.136.137:98/gslb/dsdqpub/cctv12hd.m3u8?auth=testpub
CCTV-12社会与法,http://38.75.136.137:98/gslb/dsdqbv/cctv12hd.m3u8?auth=test20251009
CCTV-12社会与法,http://38.75.136.137:98/gslb/dsdqca/cctv12hd.m3u8?auth=test20251009
CCTV-12社会与法,http://38.75.136.137:98/gslb/dsdqca/xzwshd.m3u8?auth=test20251009
CCTV-12社会与法,http://120.76.248.139/live/bfgd/4200000131.m3u8
CCTV-12社会与法,http://107.150.60.122/live/cctv12hd.m3u8
CCTV-12社会与法,http://192.151.150.154/live/cctv12hd.m3u8
CCTV-12社会与法,http://198.204.228.26/live/cctv12hd.m3u8
CCTV-12社会与法,http://bztv.tvbus.cc:8081/cdnlive/cctv12.m3u8
CCTV-12社会与法,http://173.208.212.130:8181/720p/cctv12.m3u8
CCTV-12社会与法,http://173.208.212.130:8181/1080p/cctv12.m3u8
CCTV-12社会与法,http://112.30.73.119:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV-12社会与法,http://124.165.251.82:85/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://74.91.26.218:82/live/cctv12hd.m3u8
CCTV-12社会与法,http://61.136.172.236:9901/tsfile/live/0012_1.m3u8
CCTV-12社会与法,http://59.39.89.130:60901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-12社会与法,http://58.57.40.22:9901/tsfile/live/1012_1.m3u8
CCTV-12社会与法,https://play.kankanlive.com/live/1698423511884917.m3u8
CCTV-12社会与法,http://112.46.85.60:8009/hls/507/index.m3u8
CCTV-12社会与法,http://fn.gcl.de5.net:5908/gsh950428/673168185
